,subagencia,fecha,precioLitro,centroCarga
8879,LCM del Centro(San Critobal),2018-07-03,18.4,113536
8880,LCM del Centro(San Critobal),2018-07-04,18.03,114909
8881,LCM del Centro(San Critobal),2018-07-04,18.03,107858
8882,LCM del Centro(San Critobal),2018-07-05,18.45,113536
8883,LCM del Centro(San Critobal),2018-07-06,18.09,114965
8886,LCM del Centro(San Critobal),2018-07-07,18.97,114893
8890,LCM del Centro(San Critobal),2018-07-08,18.99,107915
8891,LCM del Centro(San Critobal),2018-07-09,18.69,114118
8892,LCM del Centro(San Critobal),2018-07-10,18.55,113536
8894,LCM del Centro(San Critobal),2018-07-11,18.15,114965
8899,LCM del Centro(San Critobal),2018-07-12,18.58,113536
8900,LCM del Centro(San Critobal),2018-07-13,18.2,114965
8902,LCM del Centro(San Critobal),2018-07-14,18.66,113536
8903,LCM del Centro(San Critobal),2018-07-15,18.97,116231
8904,LCM del Centro(San Critobal),2018-07-16,18.24,114965
8905,LCM del Centro(San Critobal),2018-07-17,18.66,113536
8906,LCM del Centro(San Critobal),2018-07-18,18.24,114965
8907,LCM del Centro(San Critobal),2018-07-19,18.44,114965
8909,LCM del Centro(San Critobal),2018-07-20,18.44,114965
8911,LCM del Centro(San Critobal),2018-07-21,18.66,113536
8912,LCM del Centro(San Critobal),2018-07-22,18.99,116231
8913,LCM del Centro(San Critobal),2018-07-23,18.89,114485
8914,LCM del Centro(San Critobal),2018-07-24,18.61,107858
8915,LCM del Centro(San Critobal),2018-07-25,18.59,114965
8921,LCM del Centro(San Critobal),2018-07-26,18.64,114965
8922,LCM del Centro(San Critobal),2018-07-27,18.59,107861
8923,LCM del Centro(San Critobal),2018-07-28,18.66,113536
8924,LCM del Centro(San Critobal),2018-07-29,19.08,107968
8925,LCM del Centro(San Critobal),2018-07-30,19.09,1
8930,LCM del Centro(San Critobal),2018-07-30,19.09,107796
8932,LCM del Centro(San Critobal),2018-07-30,19.09,112784
8938,LCM del Centro(San Critobal),2018-07-31,18.74,114965
8940,LCM del Centro(San Critobal),2018-08-01,18.74,114965
8946,LCM del Centro(San Critobal),2018-08-02,18.72,113536
8947,LCM del Centro(San Critobal),2018-08-03,18.84,114965
8950,LCM del Centro(San Critobal),2018-08-04,19.14,114893
8955,LCM del Centro(San Critobal),2018-08-06,18.77,113536
8956,LCM del Centro(San Critobal),2018-08-07,18.99,107858
8957,LCM del Centro(San Critobal),2018-08-07,18.99,114965
8959,LCM del Centro(San Critobal),2018-08-08,18.99,114965
8963,LCM del Centro(San Critobal),2018-08-09,18.9,113536
8964,LCM del Centro(San Critobal),2018-08-10,19.1,114909
8965,LCM del Centro(San Critobal),2018-08-11,19.14,114965
8966,LCM del Centro(San Critobal),2018-08-12,18.85,107979
8967,LCM del Centro(San Critobal),2018-08-13,19.14,114965
8969,LCM del Centro(San Critobal),2018-08-14,18.92,113536
8970,LCM del Centro(San Critobal),2018-08-15,19.1,114909
8971,LCM del Centro(San Critobal),2018-08-16,19.29,107915
8972,LCM del Centro(San Critobal),2018-08-17,19.19,114965
8974,LCM del Centro(San Critobal),2018-08-18,19.32,114893
8980,LCM del Centro(San Critobal),2018-08-19,19.49,116231
8981,LCM del Centro(San Critobal),2018-08-20,19.21,112518
8982,LCM del Centro(San Critobal),2018-08-21,19.23,114485
8989,LCM del Centro(San Critobal),2018-08-22,19.17,114909
8990,LCM del Centro(San Critobal),2018-08-23,19.24,114965
8992,LCM del Centro(San Critobal),2018-08-24,19.24,114965
8994,LCM del Centro(San Critobal),2018-08-25,19.01,113536
8995,LCM del Centro(San Critobal),2018-08-26,19.49,107796
8998,LCM del Centro(San Critobal),2018-08-27,19.38,114893
8999,LCM del Centro(San Critobal),2018-08-28,19.24,114965
9000,LCM del Centro(San Critobal),2018-08-28,19.24,110369
9001,LCM del Centro(San Critobal),2018-08-29,19.01,113536
9002,LCM del Centro(San Critobal),2018-08-30,19.29,114965
9003,LCM del Centro(San Critobal),2018-08-31,19.29,114965
9006,LCM del Centro(San Critobal),2018-09-01,19.29,114965
9007,LCM del Centro(San Critobal),2018-09-01,19.29,116106
9008,LCM del Centro(San Critobal),2018-09-03,19.34,112518
9009,LCM del Centro(San Critobal),2018-09-04,19.09,113536
9010,LCM del Centro(San Critobal),2018-09-05,19.39,114965
9013,LCM del Centro(San Critobal),2018-09-06,19.38,114485
9020,LCM del Centro(San Critobal),2018-09-07,19.39,114965
9021,LCM del Centro(San Critobal),2018-09-08,19.03,113536
9022,LCM del Centro(San Critobal),2018-09-10,19.44,114965
9024,LCM del Centro(San Critobal),2018-09-11,19.44,107950
9025,LCM del Centro(San Critobal),2018-09-12,19.04,113536
9026,LCM del Centro(San Critobal),2018-09-13,19.51,107953
9027,LCM del Centro(San Critobal),2018-09-14,19.49,114965
9028,LCM del Centro(San Critobal),2018-09-15,19.49,114965
9029,LCM del Centro(San Critobal),2018-09-16,19.54,109683
9030,LCM del Centro(San Critobal),2018-09-17,19.49,114965
9033,LCM del Centro(San Critobal),2018-09-18,19.11,113536
9035,LCM del Centro(San Critobal),2018-09-19,19.11,113536
9036,LCM del Centro(San Critobal),2018-09-20,19.48,107803
9037,LCM del Centro(San Critobal),2018-09-21,19.16,113536
9038,LCM del Centro(San Critobal),2018-09-22,19.49,114909
9039,LCM del Centro(San Critobal),2018-09-24,19.44,107907
9040,LCM del Centro(San Critobal),2018-09-25,19.51,114485
9041,LCM del Centro(San Critobal),2018-09-26,19.17,113536
9042,LCM del Centro(San Critobal),2018-09-27,19.54,114965
9043,LCM del Centro(San Critobal),2018-09-28,19.17,113536
9045,LCM del Centro(San Critobal),2018-09-29,19.54,114965
9047,LCM del Centro(San Critobal),2018-09-30,19.78,107826
9048,LCM del Centro(San Critobal),2018-10-01,19.59,114965
9049,LCM del Centro(San Critobal),2018-10-02,19.25,113536
9050,LCM del Centro(San Critobal),2018-10-03,19.55,115329
9051,LCM del Centro(San Critobal),2018-10-04,19.28,113536
9052,LCM del Centro(San Critobal),2018-10-05,19.64,114965
9054,LCM del Centro(San Critobal),2018-10-06,19.64,114965
9056,LCM del Centro(San Critobal),2018-10-08,19.72,114485
9058,LCM del Centro(San Critobal),2018-10-09,19.64,114965
9060,LCM del Centro(San Critobal),2018-10-10,19.69,114965
9064,LCM del Centro(San Critobal),2018-10-11,19.35,113536
9065,LCM del Centro(San Critobal),2018-10-12,19.69,114965
9067,LCM del Centro(San Critobal),2018-10-13,19.69,114909
9068,LCM del Centro(San Critobal),2018-10-15,19.71,107953
9069,LCM del Centro(San Critobal),2018-10-16,19.35,113536
9070,LCM del Centro(San Critobal),2018-10-17,19.35,113536
9071,LCM del Centro(San Critobal),2018-10-18,19.55,109548
9072,LCM del Centro(San Critobal),2018-10-19,19.73,107953
9073,LCM del Centro(San Critobal),2018-10-20,19.73,114909
9074,LCM del Centro(San Critobal),2018-10-22,19.69,107953
9075,LCM del Centro(San Critobal),2018-10-23,19.35,113536
9076,LCM del Centro(San Critobal),2018-10-24,19.64,107823
9077,LCM del Centro(San Critobal),2018-10-25,19.67,114485
9078,LCM del Centro(San Critobal),2018-10-26,19.35,113536
9079,LCM del Centro(San Critobal),2018-10-27,19.78,107959
9085,LCM del Centro(San Critobal),2018-10-28,19.89,1
9086,LCM del Centro(San Critobal),2018-10-29,19.69,107953
9087,LCM del Centro(San Critobal),2018-10-30,19.63,114485
9090,LCM del Centro(San Critobal),2018-11-01,19.35,113536
9091,LCM del Centro(San Critobal),2018-11-02,19.68,107953
9092,LCM del Centro(San Critobal),2018-11-03,19.79,114965
9093,LCM del Centro(San Critobal),2018-11-05,19.68,107953
9094,LCM del Centro(San Critobal),2018-11-06,19.68,107953
9096,LCM del Centro(San Critobal),2018-11-07,19.35,113536
9098,LCM del Centro(San Critobal),2018-11-08,19.71,107953
9099,LCM del Centro(San Critobal),2018-11-09,19.61,116106
9100,LCM del Centro(San Critobal),2018-11-10,19.71,107953
9101,LCM del Centro(San Critobal),2018-11-11,19.99,116231
9102,LCM del Centro(San Critobal),2018-11-12,19.44,113536
9103,LCM del Centro(San Critobal),2018-11-13,19.44,113536
9104,LCM del Centro(San Critobal),2018-11-14,19.21,113129
9105,LCM del Centro(San Critobal),2018-11-15,19.67,114485
9108,LCM del Centro(San Critobal),2018-11-16,19.71,107953
9109,LCM del Centro(San Critobal),2018-11-17,19.71,107953
9110,LCM del Centro(San Critobal),2018-11-18,19.95,107915
9111,LCM del Centro(San Critobal),2018-11-19,19.71,107953
9112,LCM del Centro(San Critobal),2018-11-20,19.65,107955
9113,LCM del Centro(San Critobal),2018-11-21,19.69,107953
9116,LCM del Centro(San Critobal),2018-11-22,19.73,107959
9117,LCM del Centro(San Critobal),2018-11-23,19.56,110844
9118,LCM del Centro(San Critobal),2018-11-24,19.99,107796
9123,LCM del Centro(San Critobal),2018-11-24,19.99,1
9126,LCM del Centro(San Critobal),2018-11-25,19.99,116231
9127,LCM del Centro(San Critobal),2018-11-26,19.65,107953
9129,LCM del Centro(San Critobal),2018-11-27,19.27,107148
9130,LCM del Centro(San Critobal),2018-11-28,19.47,109683
9137,LCM del Centro(San Critobal),2018-11-29,19.41,114485
9138,LCM del Centro(San Critobal),2018-11-30,19.39,110844
9139,LCM del Centro(San Critobal),2018-12-01,19.51,107959
9140,LCM del Centro(San Critobal),2018-12-03,19.45,107955
9141,LCM del Centro(San Critobal),2018-12-04,19.65,107953
9143,LCM del Centro(San Critobal),2018-12-05,19.47,109683
9145,LCM del Centro(San Critobal),2018-12-06,19.22,114485
9148,LCM del Centro(San Critobal),2018-12-07,19.57,107953
9149,LCM del Centro(San Critobal),2018-12-08,19.44,113536
9150,LCM del Centro(San Critobal),2018-12-10,19.47,109683
9151,LCM del Centro(San Critobal),2018-12-11,19.13,114485
9154,LCM del Centro(San Critobal),2018-12-12,19.42,107959
9156,LCM del Centro(San Critobal),2018-12-13,19.02,114485
9159,LCM del Centro(San Critobal),2018-12-14,19.35,107803
9160,LCM del Centro(San Critobal),2018-12-15,19.2,110844
9161,LCM del Centro(San Critobal),2018-12-16,19.7,107826
9163,LCM del Centro(San Critobal),2018-12-17,19.39,107953
9164,LCM del Centro(San Critobal),2018-12-18,19.44,113536
9165,LCM del Centro(San Critobal),2018-12-19,19.21,107148
9166,LCM del Centro(San Critobal),2018-12-20,18.8,114485
9171,LCM del Centro(San Critobal),2018-12-21,19.32,107959
9173,LCM del Centro(San Critobal),2018-12-22,19.32,107959
9174,LCM del Centro(San Critobal),2018-12-23,19.6,107826
9178,LCM del Centro(San Critobal),2018-12-24,18.7,110844
9179,LCM del Centro(San Critobal),2018-12-26,18.53,114485
9183,LCM del Centro(San Critobal),2018-12-27,19.29,107953
9184,LCM del Centro(San Critobal),2018-12-28,19.26,110369
9185,LCM del Centro(San Critobal),2018-12-29,18.7,110844
9186,LCM del Centro(San Critobal),2018-12-30,18.99,107861
9187,LCM del Centro(San Critobal),2018-12-31,19.85,1
9196,LCM del Estado de México (Metepec),2018-01-02,17.39,116209
9201,LCM del Estado de México (Metepec),2018-01-03,16.21,106598
9202,LCM del Estado de México (Metepec),2018-01-04,16.51,116209
9206,LCM del Estado de México (Metepec),2018-01-05,16.37,106598
9207,LCM del Estado de México (Metepec),2018-01-08,16.56,116209
9219,LCM del Estado de México (Metepec),2018-01-09,16.63,106615
9220,LCM del Estado de México (Metepec),2018-01-10,16.37,106598
9221,LCM del Estado de México (Metepec),2018-01-12,16.63,106615
9222,LCM del Estado de México (Metepec),2018-01-13,16.62,106581
9223,LCM del Estado de México (Metepec),2018-01-15,17.64,106554
9224,LCM del Estado de México (Metepec),2018-01-16,16.81,116209
9225,LCM del Estado de México (Metepec),2018-01-17,16.65,106598
9226,LCM del Estado de México (Metepec),2018-01-18,16.89,110601
9227,LCM del Estado de México (Metepec),2018-01-19,16.93,106615
9228,LCM del Estado de México (Metepec),2018-01-20,16.88,117092
9229,LCM del Estado de México (Metepec),2018-01-23,16.98,106615
9230,LCM del Estado de México (Metepec),2018-01-24,16.95,114167
9232,LCM del Estado de México (Metepec),2018-01-25,16.93,106598
9233,LCM del Estado de México (Metepec),2018-01-26,17.09,106615
9234,LCM del Estado de México (Metepec),2018-01-27,17.02,106581
9235,LCM del Estado de México (Metepec),2018-01-30,17.18,116209
9243,LCM del Estado de México (Metepec),2018-01-30,17.18,106615
9244,LCM del Estado de México (Metepec),2018-01-31,17.12,114167
9245,LCM del Estado de México (Metepec),2018-02-01,17.13,106598
9247,LCM del Estado de México (Metepec),2018-02-02,17.27,116209
9257,LCM del Estado de México (Metepec),2018-02-03,17.23,114167
9258,LCM del Estado de México (Metepec),2018-02-06,17.37,106615
9259,LCM del Estado de México (Metepec),2018-02-07,17.3,106581
9262,LCM del Estado de México (Metepec),2018-02-09,17.39,116209
9272,LCM del Estado de México (Metepec),2018-02-10,17.33,117092
9275,LCM del Estado de México (Metepec),2018-02-12,17.4,106598
9276,LCM del Estado de México (Metepec),2018-02-13,17.47,106615
9277,LCM del Estado de México (Metepec),2018-02-14,17.24,114167
9278,LCM del Estado de México (Metepec),2018-02-15,17.39,110601
9282,LCM del Estado de México (Metepec),2018-02-16,17.47,106615
9283,LCM del Estado de México (Metepec),2018-02-17,17.3,117092
9285,LCM del Estado de México (Metepec),2018-02-19,17.39,110601
9287,LCM del Estado de México (Metepec),2018-02-21,17.38,114167
9288,LCM del Estado de México (Metepec),2018-02-22,18.5,106585
9289,LCM del Estado de México (Metepec),2018-02-24,17.38,117092
9290,LCM del Estado de México (Metepec),2018-02-25,17.49,110601
9292,LCM del Estado de México (Metepec),2018-02-26,17.57,106615
9293,LCM del Estado de México (Metepec),2018-02-27,17.6,106615
9296,LCM del Estado de México (Metepec),2018-02-28,17.42,114907
9297,LCM del Estado de México (Metepec),2018-03-01,17.65,116209
9309,LCM del Estado de México (Metepec),2018-03-02,18.66,106585
9312,LCM del Estado de México (Metepec),2018-03-03,17.48,117092
9314,LCM del Estado de México (Metepec),2018-03-07,17.52,114167
9316,LCM del Estado de México (Metepec),2018-03-08,17.72,106554
9317,LCM del Estado de México (Metepec),2018-03-10,17.5,117092
9319,LCM del Estado de México (Metepec),2018-03-13,18.7,106554
9320,LCM del Estado de México (Metepec),2018-03-14,17.51,114167
9321,LCM del Estado de México (Metepec),2018-03-17,17.54,114167
9322,LCM del Estado de México (Metepec),2018-03-17,17.54,117092
9325,LCM del Estado de México (Metepec),2018-03-18,17.68,111603
9326,LCM del Estado de México (Metepec),2018-03-20,17.76,106554
9327,LCM del Estado de México (Metepec),2018-03-21,17.51,109439
9329,LCM del Estado de México (Metepec),2018-03-22,17.69,110601
9330,LCM del Estado de México (Metepec),2018-03-24,17.59,117092
9332,LCM del Estado de México (Metepec),2018-03-25,17.64,106646
9334,LCM del Estado de México (Metepec),2018-03-26,17.69,110601
9335,LCM del Estado de México (Metepec),2018-03-27,17.75,111603
9336,LCM del Estado de México (Metepec),2018-03-28,17.6,114167
9337,LCM del Estado de México (Metepec),2018-03-29,17.69,110601
9338,LCM del Estado de México (Metepec),2018-03-31,17.58,114167
9339,LCM del Estado de México (Metepec),2018-04-02,18.66,114167
9341,LCM del Estado de México (Metepec),2018-04-03,18.66,114167
9348,LCM del Estado de México (Metepec),2018-04-04,17.61,117092
9350,LCM del Estado de México (Metepec),2018-04-06,17.69,110601
9351,LCM del Estado de México (Metepec),2018-04-07,17.61,117092
9354,LCM del Estado de México (Metepec),2018-04-08,17.59,106646
9355,LCM del Estado de México (Metepec),2018-04-09,17.59,106649
9356,LCM del Estado de México (Metepec),2018-04-11,17.61,117092
9359,LCM del Estado de México (Metepec),2018-04-12,17.65,117380
9360,LCM del Estado de México (Metepec),2018-04-13,17.81,106585
9361,LCM del Estado de México (Metepec),2018-04-14,17.66,114167
9362,LCM del Estado de México (Metepec),2018-04-16,18.69,110601
9363,LCM del Estado de México (Metepec),2018-04-17,18.73,109414
9366,LCM del Estado de México (Metepec),2018-04-18,17.67,114167
9367,LCM del Estado de México (Metepec),2018-04-19,17.69,110601
9368,LCM del Estado de México (Metepec),2018-04-20,18.78,106554
9369,LCM del Estado de México (Metepec),2018-04-21,17.79,116209
9381,LCM del Estado de México (Metepec),2018-04-23,17.69,114167
9382,LCM del Estado de México (Metepec),2018-04-25,17.71,114167
9384,LCM del Estado de México (Metepec),2018-04-26,17.79,106598
9385,LCM del Estado de México (Metepec),2018-04-27,17.79,110601
9386,LCM del Estado de México (Metepec),2018-04-28,17.74,114167
9387,LCM del Estado de México (Metepec),2018-04-29,18.77,106598
9395,LCM del Estado de México (Metepec),2018-04-30,18.84,116209
9396,LCM del Estado de México (Metepec),2018-05-02,17.77,109791
9399,LCM del Estado de México (Metepec),2018-05-02,17.77,106581
9401,LCM del Estado de México (Metepec),2018-05-03,17.72,117380
9402,LCM del Estado de México (Metepec),2018-05-04,19.3,106572
9403,LCM del Estado de México (Metepec),2018-05-05,17.78,114167
9404,LCM del Estado de México (Metepec),2018-05-07,18.07,113108
9405,LCM del Estado de México (Metepec),2018-05-08,18.22,106572
9406,LCM del Estado de México (Metepec),2018-05-09,17.77,106581
9407,LCM del Estado de México (Metepec),2018-05-10,17.91,106598
9408,LCM del Estado de México (Metepec),2018-05-12,17.87,116209
9416,LCM del Estado de México (Metepec),2018-05-13,17.8,117380
9417,LCM del Estado de México (Metepec),2018-05-14,18.08,113108
9418,LCM del Estado de México (Metepec),2018-05-15,17.87,116209
9419,LCM del Estado de México (Metepec),2018-05-16,17.77,106581
9421,LCM del Estado de México (Metepec),2018-05-17,17.99,110601
9424,LCM del Estado de México (Metepec),2018-05-18,19.37,106572
9425,LCM del Estado de México (Metepec),2018-05-19,17.89,116209
9438,LCM del Estado de México (Metepec),2018-05-21,17.99,110601
9440,LCM del Estado de México (Metepec),2018-05-22,17.89,114167
9441,LCM del Estado de México (Metepec),2018-05-23,17.77,106581
9443,LCM del Estado de México (Metepec),2018-05-24,17.99,110601
9445,LCM del Estado de México (Metepec),2018-05-25,18.89,110601
9446,LCM del Estado de México (Metepec),2018-05-26,17.93,116209
9457,LCM del Estado de México (Metepec),2018-05-27,17.93,114167
9458,LCM del Estado de México (Metepec),2018-05-28,18.16,113108
9459,LCM del Estado de México (Metepec),2018-05-29,17.99,1
9460,LCM del Estado de México (Metepec),2018-05-30,17.93,116209
9481,LCM del Estado de México (Metepec),2018-05-31,17.99,110601
9482,LCM del Estado de México (Metepec),2018-06-01,18.34,106572
9483,LCM del Estado de México (Metepec),2018-06-02,17.96,116209
9501,LCM del Estado de México (Metepec),2018-06-03,17.99,110601
9502,LCM del Estado de México (Metepec),2018-06-04,18.98,106598
9506,LCM del Estado de México (Metepec),2018-06-05,17.99,110601
9507,LCM del Estado de México (Metepec),2018-06-06,17.81,106649
9508,LCM del Estado de México (Metepec),2018-06-08,17.99,110601
9509,LCM del Estado de México (Metepec),2018-06-09,18.0,116209
9519,LCM del Estado de México (Metepec),2018-06-11,18.09,110601
9520,LCM del Estado de México (Metepec),2018-06-12,18.44,106572
9521,LCM del Estado de México (Metepec),2018-06-13,18.0,116209
9541,LCM del Estado de México (Metepec),2018-06-14,18.09,110601
9542,LCM del Estado de México (Metepec),2018-06-15,18.05,117380
9543,LCM del Estado de México (Metepec),2018-06-16,18.07,116209
9554,LCM del Estado de México (Metepec),2018-06-18,18.12,114167
9555,LCM del Estado de México (Metepec),2018-06-19,19.1,111603
9560,LCM del Estado de México (Metepec),2018-06-20,18.06,106581
9562,LCM del Estado de México (Metepec),2018-06-21,18.19,110601
9565,LCM del Estado de México (Metepec),2018-06-22,18.17,108447
9566,LCM del Estado de México (Metepec),2018-06-23,18.09,116209
9578,LCM del Estado de México (Metepec),2018-06-24,19.03,106598
9583,LCM del Estado de México (Metepec),2018-06-25,18.09,116209
9584,LCM del Estado de México (Metepec),2018-06-26,18.09,116209
9585,LCM del Estado de México (Metepec),2018-06-26,18.09,115620
9586,LCM del Estado de México (Metepec),2018-06-27,18.11,116209
9602,LCM del Estado de México (Metepec),2018-06-28,18.15,106587
9603,LCM del Estado de México (Metepec),2018-06-29,18.13,117092
9604,LCM del Estado de México (Metepec),2018-07-02,18.14,116209
9617,LCM del Estado de México (Metepec),2018-07-03,18.27,106615
9618,LCM del Estado de México (Metepec),2018-07-03,18.27,114167
9619,LCM del Estado de México (Metepec),2018-07-04,18.18,117092
9620,LCM del Estado de México (Metepec),2018-07-05,18.39,110601
9621,LCM del Estado de México (Metepec),2018-07-06,18.3,106598
9622,LCM del Estado de México (Metepec),2018-07-07,18.22,106581
9624,LCM del Estado de México (Metepec),2018-07-09,18.39,110601
9625,LCM del Estado de México (Metepec),2018-07-10,18.39,110601
9626,LCM del Estado de México (Metepec),2018-07-11,18.17,115445
9629,LCM del Estado de México (Metepec),2018-07-12,18.3,106598
9630,LCM del Estado de México (Metepec),2018-07-13,19.76,106572
9631,LCM del Estado de México (Metepec),2018-07-14,18.36,116209
